case_type,SK_ID_CURR,TARGET,risk_score,threshold,feature,feature_value,value_status,shap_value,contribution_direction,contribution_rank
high_risk_true_default,156227.0,1.0,0.7004296183586121,0.15,days_decision_mean,-999.0,sentinel_missing,-0.01085611991584301,negative_risk_driver,7
high_risk_true_default,156227.0,1.0,0.7004296183586121,0.15,REGION_RATING_CLIENT_W_CITY,2.0,actual_value,-0.00989667046815157,negative_risk_driver,8
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,DAYS_BIRTH,-13418.0,actual_value,0.03043842874467373,positive_risk_driver,1
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,avg_annuity_prev,8423.369999999999,actual_value,0.020836731418967247,positive_risk_driver,2
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,FLAG_DOCUMENT_3,1.0,actual_value,0.012690167874097824,positive_risk_driver,3
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,REGION_POPULATION_RELATIVE,0.019101,actual_value,0.010375930927693844,positive_risk_driver,4
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,AMT_GOODS_PRICE,112500.0,actual_value,0.007723751477897167,positive_risk_driver,5
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,FLAG_EMP_PHONE,1.0,actual_value,0.007160879205912352,positive_risk_driver,6
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,AMT_REQ_CREDIT_BUREAU_QRT,0.0,actual_value,0.0056334505788981915,positive_risk_driver,7
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,avg_days_credit_update,-359.8,actual_value,0.0042237271554768085,positive_risk_driver,8
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,EXT_SOURCE_2,0.7335216416596809,actual_value,-0.5898783206939697,negative_risk_driver,1
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,EXT_SOURCE_1,0.7015658649637986,actual_value,-0.4968682825565338,negative_risk_driver,2
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,credit_annuity_ratio,10.007072135785007,actual_value,-0.41388410329818726,negative_risk_driver,3
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,EXT_SOURCE_3,0.6397075677637197,actual_value,-0.3926829397678375,negative_risk_driver,4
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,DAYS_EMPLOYED,-6589.0,actual_value,-0.2590073347091675,negative_risk_driver,5
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,AMT_ANNUITY,12726.0,actual_value,-0.15176473557949066,negative_risk_driver,6
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,YEARS_BEGINEXPLUATATION_MODE,0.9896,actual_value,-0.09239459782838821,negative_risk_driver,7
low_risk_true_non_default,101372.0,0.0,0.004078397527337074,0.15,avg_down_payment_prev,11621.8125,actual_value,-0.0902177169919014,negative_risk_driver,8
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,EXT_SOURCE_3,0.237916079507114,actual_value,0.4323478043079376,positive_risk_driver,1
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,n_active_bureau_credits,7.0,actual_value,0.2297215461730957,positive_risk_driver,2
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,credit_goods_ratio,1.396,actual_value,0.20541004836559296,positive_risk_driver,3
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,bureau_debt_credit_ratio,0.45461541319265697,actual_value,0.14695598185062408,positive_risk_driver,4
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,EXT_SOURCE_1,-999.0,sentinel_missing,0.10663191974163055,positive_risk_driver,5
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,AMT_ANNUITY,36864.0,actual_value,0.10170597583055496,positive_risk_driver,6
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,DAYS_BIRTH,-15065.0,actual_value,0.05580336973071098,positive_risk_driver,7
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,DEF_30_CNT_SOCIAL_CIRCLE,1.0,actual_value,0.04295582324266434,positive_risk_driver,8
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,EXT_SOURCE_2,0.5970969356289159,actual_value,-0.1951029747724533,negative_risk_driver,1
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,credit_annuity_ratio,34.08203125,actual_value,-0.12333762645721436,negative_risk_driver,2
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,DAYS_EMPLOYED,-3755.0,actual_value,-0.08483099937438965,negative_risk_driver,3
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,AMT_GOODS_PRICE,900000.0,actual_value,-0.06824765354394913,negative_risk_driver,4
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,max_credit_prev,225000.0,actual_value,-0.05803273245692253,negative_risk_driver,5
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,avg_down_payment_prev,5381.955,actual_value,-0.03934541717171669,negative_risk_driver,6
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,AMT_REQ_CREDIT_BUREAU_QRT,3.0,actual_value,-0.03728221356868744,negative_risk_driver,7
borderline_threshold_case,429642.0,0.0,0.1499977558851242,0.15,n_prev_approved,6.0,actual_value,-0.03488432988524437,negative_risk_driver,8
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,EXT_SOURCE_3,0.0744606878956731,actual_value,0.8916630148887634,positive_risk_driver,1
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,EXT_SOURCE_2,0.0887619377448496,actual_value,0.7685717940330505,positive_risk_driver,2
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,n_active_bureau_credits,10.0,actual_value,0.46712249517440796,positive_risk_driver,3
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,prev_refusal_rate,0.6666666666666666,actual_value,0.3291352391242981,positive_risk_driver,4
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,credit_goods_ratio,1.2112,actual_value,0.1516973376274109,positive_risk_driver,5
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,credit_annuity_ratio,21.45235565001771,actual_value,0.13727979362010956,positive_risk_driver,6
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,credit_income_ratio,17.302857142857142,actual_value,0.10348662734031677,positive_risk_driver,7
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,bureau_debt_credit_ratio,0.5313791882884868,actual_value,0.090960793197155,positive_risk_driver,8
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,DAYS_BIRTH,-21824.0,actual_value,-0.174474835395813,negative_risk_driver,1
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,DAYS_ID_PUBLISH,-4819.0,actual_value,-0.02861502394080162,negative_risk_driver,2
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,max_credit_prev,72387.0,actual_value,-0.02669263444840908,negative_risk_driver,3
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,FLAG_WORK_PHONE,0.0,actual_value,-0.022850409150123596,negative_risk_driver,4
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,avg_credit_prev,24129.0,actual_value,-0.022489488124847412,negative_risk_driver,5
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,avg_credit_sum,125134.00714285715,actual_value,-0.011365853250026703,negative_risk_driver,6
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,HOUR_APPR_PROCESS_START,7.0,actual_value,-0.010840797796845436,negative_risk_driver,7
false_positive_high_risk_non_default,280436.0,0.0,0.7146458029747009,0.15,REG_CITY_NOT_LIVE_CITY,0.0,actual_value,-0.010007331147789955,negative_risk_driver,8
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,DAYS_EMPLOYED,365243.0,special_encoded_value,0.06547796726226807,positive_risk_driver,1
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,AMT_CREDIT,679500.0,actual_value,0.016834784299135208,positive_risk_driver,2
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,FLAG_DOCUMENT_3,1.0,actual_value,0.011426713317632675,positive_risk_driver,3
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,REGION_POPULATION_RELATIVE,0.026392,actual_value,0.0077361417934298515,positive_risk_driver,4
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,credit_income_ratio,4.314285714285714,actual_value,0.006742745637893677,positive_risk_driver,5
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,YEARS_BEGINEXPLUATATION_MODE,0.9871,actual_value,0.005743798334151506,positive_risk_driver,6
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,avg_annuity_prev,9196.065,actual_value,0.00436517596244812,positive_risk_driver,7
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,income_per_family_member,78750.0,actual_value,0.001598565373569727,positive_risk_driver,8
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,EXT_SOURCE_1,0.8640769612906921,actual_value,-0.4988361895084381,negative_risk_driver,1
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,EXT_SOURCE_3,0.6075573001388961,actual_value,-0.369109570980072,negative_risk_driver,2
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,EXT_SOURCE_2,0.6660534511073483,actual_value,-0.3608193099498749,negative_risk_driver,3
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,avg_down_payment_prev,16791.704999999998,actual_value,-0.15954028069972992,negative_risk_driver,4
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,credit_goods_ratio,1.0,actual_value,-0.11870988458395004,negative_risk_driver,5
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,AMT_GOODS_PRICE,679500.0,actual_value,-0.09585300832986832,negative_risk_driver,6
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,OWN_CAR_AGE,8.0,actual_value,-0.07999193668365479,negative_risk_driver,7
false_negative_low_risk_default,283795.0,1.0,0.009491068311035633,0.15,credit_annuity_ratio,33.986045464776055,actual_value,-0.07342071086168289,negative_risk_driver,8
